epoch, reward, loss
1068, -0.48, 1.7043
1069, -0.56, 1.6931
1070, 0.45, 1.6899
1071, 0.39, 1.6981
1072, 1.36, 1.6864
1073, 0.74, 1.6853
1074, 0.27, 1.6815
1075, 0.83, 1.6925
1076, -0.51, 1.6778
1077, 0.32, 1.6980
1078, 0.02, 1.6907
1079, 0.15, 1.6993
1080, -0.60, 1.6807
1081, -1.07, 1.6971
1082, 0.09, 1.6895
1083, 1.41, 1.7119
1084, -0.39, 1.7084
1085, 0.50, 1.7176
1086, -0.11, 1.6980
1087, -0.92, 1.7078
1088, 0.06, 1.6991
1089, -0.05, 1.6932
1090, 0.14, 1.6917
1091, 0.54, 1.6820
1092, 0.42, 1.7071
1093, -0.18, 1.7020
1094, 0.58, 1.7246
1095, 1.85, 1.6934
1096, 0.49, 1.7050
1097, 0.55, 1.7218
1098, 1.72, 1.7088
1099, 1.01, 1.7000
1100, 0.27, 1.7111
1101, -0.54, 1.7108
1102, -0.25, 1.7040
1103, 0.55, 1.6994
1104, 0.83, 1.6964
1105, -1.23, 1.7160
1106, 0.19, 1.6926
1107, 0.45, 1.7135
1108, 0.59, 1.6786
1109, 0.46, 1.7014
1110, 1.45, 1.6960
1111, 0.29, 1.7148
1112, 0.31, 1.7042
1113, 0.97, 1.7088
1114, 1.52, 1.7010
1115, 0.03, 1.6870
1116, 0.09, 1.7044
1117, 0.54, 1.6921
1118, -0.69, 1.6922
1119, -0.03, 1.6898
1120, 1.12, 1.7168
1121, 0.70, 1.6808
1122, 1.11, 1.6897
1123, 0.96, 1.6972
1124, -0.17, 1.6947
1125, 0.44, 1.6983
1126, 0.73, 1.6914
1127, -0.49, 1.7032
1128, 0.24, 1.6971
1129, -0.42, 1.6978
1130, -0.21, 1.6925
1131, 0.33, 1.6742
1132, 1.33, 1.6965
1133, 1.41, 1.6979
1134, 0.70, 1.6894
1135, 0.81, 1.6996
1136, 0.42, 1.7128
1137, -0.55, 1.6981
1138, -0.19, 1.7070
1139, 0.82, 1.7145
1140, -0.05, 1.6950
1141, 1.73, 1.6991
1142, 0.50, 1.6925
1143, 0.28, 1.7098
1144, 1.56, 1.7207
1145, 0.09, 1.7147
1146, 0.65, 1.6899
1147, 0.18, 1.6822
1148, 0.60, 1.7026
1149, 1.36, 1.6842
1150, 0.97, 1.7149
1151, -1.11, 1.6975
1152, 0.16, 1.7132
1153, 0.08, 1.7041
1154, 0.96, 1.7083
1155, 1.02, 1.7112
1156, -0.18, 1.7133
1157, 0.75, 1.6966
1158, -0.73, 1.7194
1159, -0.06, 1.7117
1160, 0.63, 1.6970
1161, 0.16, 1.7007
1162, 0.70, 1.7183
1163, 0.44, 1.6871
1164, -0.39, 1.7066
1165, 0.61, 1.7040
1166, -0.37, 1.7049
1167, 1.02, 1.6923
1168, 1.26, 1.7202
1169, 0.87, 1.7055
1170, 1.34, 1.6988
1171, -0.23, 1.7028
1172, 0.41, 1.7057
1173, -0.00, 1.7194
1174, 2.20, 1.7042
1175, 0.61, 1.7217
1176, 1.52, 1.7185
1177, 0.72, 1.7074
1178, -0.23, 1.7032
1179, 0.18, 1.6918
1180, -0.34, 1.7035
1181, 0.71, 1.7094
1182, 0.67, 1.7013
1183, 0.32, 1.7134
1184, 1.31, 1.7118
1185, -0.17, 1.7141
1186, -0.67, 1.6933
1187, 1.32, 1.7189
1188, 0.69, 1.7039
1189, 1.54, 1.7062
1190, 0.50, 1.7040
1191, 0.80, 1.6976
1192, 0.91, 1.6956
1193, 1.28, 1.7014
1194, 1.36, 1.6883
1195, -1.20, 1.6998
1196, -0.06, 1.6910
1197, 0.13, 1.6997
1198, -0.13, 1.6837
1199, 0.54, 1.6885
1200, 0.23, 1.6927
1201, 0.25, 1.7144
1202, 1.53, 1.7047
1203, 0.60, 1.6984
1204, -1.28, 1.7006
1205, 1.34, 1.6848
1206, 1.82, 1.7031
1207, 0.10, 1.6964
1208, -1.36, 1.6831
1209, 0.75, 1.6926
1210, -0.23, 1.7028
1211, 1.32, 1.7029
1212, -0.46, 1.6960
1213, -0.09, 1.6926
1214, -0.35, 1.7184
1215, 0.20, 1.6949
1216, 0.89, 1.7138
1217, -0.55, 1.7059
1218, 0.10, 1.7028
1219, -0.33, 1.6943
1220, 0.27, 1.7243
1221, 0.03, 1.7162
1222, 0.03, 1.6953
1223, 0.71, 1.7022
1224, 0.99, 1.7069
1225, 1.12, 1.7130
1226, 0.22, 1.7108
1227, 0.22, 1.7104
1228, 0.85, 1.7106
1229, -0.89, 1.7146
1230, 0.00, 1.7092
1231, 1.60, 1.6937
1232, 0.11, 1.7206
1233, 0.85, 1.7175
1234, 1.65, 1.7126
1235, 1.36, 1.7333
1236, 0.72, 1.6956
1237, -0.55, 1.7038
1238, 0.22, 1.7264
1239, 0.13, 1.7145
1240, -0.17, 1.7086
1241, -0.57, 1.7173
1242, 1.05, 1.7113
1243, 0.33, 1.7212
1244, -0.29, 1.7082
1245, -0.72, 1.7180
1246, -0.09, 1.7297
1247, -1.29, 1.7152
1248, -0.79, 1.7146
1249, -0.22, 1.7110
1250, -0.73, 1.7232
1251, 0.74, 1.7105
1252, 0.23, 1.7283
1253, 0.50, 1.7127
1254, 0.72, 1.7283
1255, 0.95, 1.7243
1256, -0.96, 1.7159
1257, -0.85, 1.7243
1258, 0.19, 1.7251
1259, -1.05, 1.7267
1260, 1.43, 1.7119
1261, 0.50, 1.7014
1262, -0.37, 1.7297
1263, -0.48, 1.7084
1264, 0.65, 1.7225
1265, -0.40, 1.7124
1266, -0.24, 1.7113
1267, 0.77, 1.7260
1268, 0.57, 1.7277
1269, 0.29, 1.7311
1270, 1.48, 1.7303
1271, -0.07, 1.7202
1272, -0.01, 1.7090
1273, -0.23, 1.7165
1274, -1.29, 1.7209
1275, 0.91, 1.7126
1276, -0.33, 1.7117
1277, 0.64, 1.7317
1278, -0.04, 1.7139
1279, 0.68, 1.7307
1280, 0.66, 1.7183
1281, -1.50, 1.7127
1282, 0.24, 1.7183
1283, 0.20, 1.7218
1284, 0.63, 1.7230
1285, -1.06, 1.7278
1286, 1.75, 1.7273
1287, -0.25, 1.7227
1288, 1.36, 1.7305
1289, 1.20, 1.7076
1290, 0.74, 1.7089
1291, -0.92, 1.7365
1292, -0.36, 1.7466
1293, 1.35, 1.7321
1294, 0.49, 1.7212
1295, -0.03, 1.7373
1296, 2.04, 1.7384
1297, -0.97, 1.7495
1298, -0.97, 1.7373
1299, -1.08, 1.7338
1300, 1.16, 1.7337
1301, 1.29, 1.7350
1302, 0.46, 1.7347
1303, 0.21, 1.7199
1304, -1.09, 1.7487
1305, 1.15, 1.7447
1306, 0.34, 1.7357
1307, -0.13, 1.7448
1308, 0.25, 1.7425
1309, 0.38, 1.7210
1310, 0.59, 1.7439
1311, -0.80, 1.7335
1312, -0.16, 1.7496
1313, -2.14, 1.7370
1314, -0.31, 1.7521
1315, 1.67, 1.7419
1316, 0.94, 1.7545
1317, -0.08, 1.7492
1318, 1.05, 1.7519
1319, 1.32, 1.7519
1320, -0.05, 1.7756
1321, 0.41, 1.7606
1322, -0.67, 1.7425
1323, 0.46, 1.7581
1324, -1.09, 1.7501
1325, 0.58, 1.7440
1326, -1.02, 1.7699
1327, 0.53, 1.7761
1328, -0.52, 1.7615
1329, 0.51, 1.7710
1330, -0.87, 1.7411
1331, -0.47, 1.7630
1332, 1.09, 1.7582
1333, 0.90, 1.7479
1334, 0.75, 1.7623
1335, -0.59, 1.7756
1336, 0.29, 1.7623
1337, -0.16, 1.7635
1338, 0.08, 1.7629
1339, -0.21, 1.7665
1340, -0.74, 1.7757
1341, -0.29, 1.7844
1342, 0.53, 1.7649
1343, -0.72, 1.7665
1344, -0.17, 1.7660
1345, -0.78, 1.7764
1346, -1.30, 1.7782
1347, 0.33, 1.7651
1348, -0.44, 1.7784
1349, 0.17, 1.7747
1350, 0.29, 1.7791
1351, -0.98, 1.7810
1352, 0.47, 1.7687
1353, -0.19, 1.7762
1354, 0.04, 1.7662
1355, 0.19, 1.7571
1356, 1.14, 1.7734
1357, -0.15, 1.7655
1358, -0.09, 1.7951
1359, 0.67, 1.7743
1360, -1.54, 1.7633
1361, -0.21, 1.7755
1362, 0.70, 1.7794
1363, 0.99, 1.7730
1364, -0.24, 1.7814
1365, 0.89, 1.7652
1366, -0.64, 1.7795
1367, -0.54, 1.7742
1368, -0.06, 1.7662
1369, -0.14, 1.7999
1370, -0.71, 1.7778
1371, -0.99, 1.7723
1372, 1.43, 1.7831
1373, -0.41, 1.7613
1374, 0.27, 1.7824
1375, 0.36, 1.7586
1376, 0.48, 1.7637
1377, 1.04, 1.7718
1378, 1.69, 1.7812
1379, 0.12, 1.7635
1380, -0.27, 1.7922
1381, -0.43, 1.7717
1382, -0.11, 1.7653
1383, 1.49, 1.7847
1384, 0.20, 1.7678
1385, 0.05, 1.7879
1386, -0.92, 1.7921
1387, 0.77, 1.7704
1388, -1.23, 1.7580
1389, 0.62, 1.7750
1390, -0.40, 1.7855
1391, -0.14, 1.7722
1392, -0.65, 1.7757
1393, -1.22, 1.7659
1394, -0.01, 1.7889
1395, 0.54, 1.7737
1396, -1.28, 1.7718
1397, 1.77, 1.7691
1398, 0.65, 1.7801
1399, 0.20, 1.7640
1400, 0.40, 1.7759
1401, 0.02, 1.7817
1402, -0.07, 1.7718
1403, 0.10, 1.7534
1404, 0.53, 1.7957
1405, 0.27, 1.7874
1406, 0.21, 1.7866
1407, 0.51, 1.7805
1408, 0.44, 1.7946
1409, 0.12, 1.7837
1410, 0.72, 1.7837
1411, 0.05, 1.7787
1412, 0.34, 1.7683
1413, 1.20, 1.7791
1414, 0.76, 1.7681
1415, -0.01, 1.7857
1416, -0.06, 1.7967
1417, -0.09, 1.7741
1418, 0.36, 1.7847
1419, 1.26, 1.7831
1420, 0.77, 1.7837
1421, -0.19, 1.7872
1422, 0.88, 1.7730
1423, 0.95, 1.7915
1424, 1.49, 1.7719
1425, -0.61, 1.7981
1426, 0.46, 1.7927
1427, -0.54, 1.8073
1428, -0.44, 1.8001
1429, 1.19, 1.7869
1430, -0.29, 1.7852
1431, -2.04, 1.7978
1432, 0.10, 1.7633
1433, -0.42, 1.7604
1434, -0.23, 1.7742
1435, 0.22, 1.7810
1436, 1.79, 1.7645
1437, 0.17, 1.8009
1438, -1.62, 1.7659
1439, -0.51, 1.7843
1440, 0.02, 1.7740
1441, 0.27, 1.7553
1442, -0.43, 1.7871
1443, 0.29, 1.7817
1444, -1.08, 1.7747
1445, 1.08, 1.7733
1446, -0.20, 1.7618
1447, 1.13, 1.7912
1448, 0.03, 1.7687
1449, 0.46, 1.7593
1450, 1.43, 1.7896
1451, 0.27, 1.7780
1452, -0.14, 1.7769
1453, -0.44, 1.8036
1454, -0.18, 1.7725
1455, -0.39, 1.7818
1456, -0.64, 1.7840
1457, -0.23, 1.7885
1458, -0.44, 1.7900
1459, -0.18, 1.7769
1460, 0.40, 1.7868
1461, -0.14, 1.7803
1462, 2.29, 1.7789
1463, 0.32, 1.7744
1464, 1.22, 1.7939
1465, -0.98, 1.7772
1466, -1.96, 1.7778
1467, -1.63, 1.7704
1468, 0.20, 1.7892
1469, 0.67, 1.8002
1470, -0.52, 1.7813
1471, -1.37, 1.7764
1472, 0.41, 1.7760
1473, 0.14, 1.7773
1474, -0.34, 1.7872
1475, -0.37, 1.7882
1476, -0.57, 1.7804
1477, -0.23, 1.7869
1478, 0.70, 1.7600
1479, 0.07, 1.7833
1480, 0.42, 1.7954
1481, -0.31, 1.7912
1482, 1.21, 1.7835
1483, 0.72, 1.7869
1484, -0.30, 1.7744
1485, 0.05, 1.7886
1486, -0.90, 1.7843
1487, -1.24, 1.7895
1488, 0.46, 1.7905
1489, -0.83, 1.7786
1490, 0.60, 1.7835
1491, 0.91, 1.7709
1492, 0.18, 1.7740
1493, 1.53, 1.7782
1494, -0.85, 1.7705
1495, 0.09, 1.7820
1496, 0.41, 1.7711
1497, 0.69, 1.7921
1498, 0.39, 1.7751
1499, -0.15, 1.7882
1500, 1.52, 1.8013
1501, 0.06, 1.7658
1502, 0.48, 1.7865
1503, 0.40, 1.7959
1504, 0.61, 1.7913
1505, 0.69, 1.7810
1506, 0.52, 1.7734
1507, -0.26, 1.7799
1508, -0.33, 1.7801
1509, -0.11, 1.7792
1510, 0.06, 1.7876
1511, -0.24, 1.7818
1512, 0.14, 1.7904
1513, -0.06, 1.7652
1514, 0.19, 1.7820
1515, 0.10, 1.7994
1516, -0.71, 1.7887
1517, 0.81, 1.7785
1518, 0.14, 1.7749
1519, 0.19, 1.7949
1520, -1.11, 1.7729
1521, 0.45, 1.7872
1522, 1.39, 1.7883
1523, 0.11, 1.7779
1524, -0.13, 1.8077
1525, 0.63, 1.7847
1526, 1.05, 1.7707
1527, -0.06, 1.7739
1528, -0.51, 1.7886
1529, -0.70, 1.7804
1530, 0.73, 1.7902
1531, 0.56, 1.7997
1532, 0.75, 1.7851
1533, -0.02, 1.7873
1534, -0.97, 1.7890
1535, -0.85, 1.7624
1536, 0.25, 1.7733
1537, -0.18, 1.7851
1538, -0.33, 1.7802
1539, -0.50, 1.7919
1540, 0.44, 1.7881
1541, -0.35, 1.7738
1542, -0.18, 1.7866
1543, 0.27, 1.7623
1544, 0.01, 1.7838
1545, 1.11, 1.7589
1546, -0.89, 1.7912
1547, 0.09, 1.7745
1548, 0.62, 1.7844
1549, -0.56, 1.7774
1550, 1.01, 1.7649
1551, -0.27, 1.7656
1552, 0.35, 1.7703
1553, -0.15, 1.7903
1554, 0.17, 1.7773
1555, -0.04, 1.7657
1556, 0.63, 1.7727
1557, 0.33, 1.7705
1558, 0.20, 1.7771
1559, -1.45, 1.7906
1560, -0.15, 1.7835
1561, 0.94, 1.7836
1562, 1.14, 1.7658
1563, -0.84, 1.7716
1564, -0.80, 1.7819
1565, 0.22, 1.7876
1566, 0.70, 1.7941
1567, -1.57, 1.7934
1568, 0.82, 1.7878
1569, 0.58, 1.7836
1570, -0.62, 1.7891
1571, 0.40, 1.7846
1572, -0.68, 1.7912
1573, -0.64, 1.7767
1574, 1.01, 1.7873
1575, -0.95, 1.7898
1576, -0.54, 1.7861
1577, -0.44, 1.7866
1578, 0.45, 1.7863
1579, -0.28, 1.7833
1580, -0.28, 1.7691
1581, 0.78, 1.7779
1582, 0.11, 1.7732
1583, -1.24, 1.7805
1584, -0.06, 1.7938
1585, -0.80, 1.7843
1586, 0.11, 1.7832
1587, 0.93, 1.7683
1588, -0.37, 1.7732
1589, -0.59, 1.7733
1590, 1.11, 1.7752
1591, 0.79, 1.7549
1592, 0.07, 1.7697
1593, -0.07, 1.7836
1594, 0.89, 1.7952
1595, 1.55, 1.7748
1596, -0.06, 1.7557
1597, -0.91, 1.7456
1598, 1.10, 1.7645
1599, 0.29, 1.7939
1600, -0.13, 1.7847
1601, -1.20, 1.7700
1602, 0.02, 1.7499
1603, 0.01, 1.7633
1604, -0.65, 1.7835
1605, -1.57, 1.7716
1606, 0.26, 1.7639
1607, -0.91, 1.7910
1608, -0.09, 1.7753
1609, 1.10, 1.7540
1610, -0.52, 1.7774
1611, -1.50, 1.7779
1612, -0.05, 1.7685
1613, -1.04, 1.7524
1614, 0.84, 1.7752
1615, 0.23, 1.7755
1616, 0.98, 1.7731
1617, 0.17, 1.7709
1618, 1.12, 1.7635
1619, -0.46, 1.7771
1620, -0.62, 1.7711
1621, -0.05, 1.7789
1622, -0.72, 1.7679
1623, 0.35, 1.7853
1624, 1.65, 1.7860
1625, 0.15, 1.7848
1626, 1.26, 1.7591
1627, 0.80, 1.7620
1628, -0.12, 1.7697
1629, -0.55, 1.7848
1630, -0.01, 1.7552
1631, 0.89, 1.7604
1632, -0.39, 1.7870
1633, 0.10, 1.7705
1634, 1.83, 1.7860
1635, 1.08, 1.7539
1636, -0.07, 1.7599
1637, -1.25, 1.7799
1638, 0.07, 1.7570
1639, -0.40, 1.7604
1640, -0.56, 1.7911
1641, 0.05, 1.7620
1642, -0.75, 1.7512
1643, 0.51, 1.7597
1644, 0.57, 1.7632
1645, 0.78, 1.7754
1646, 0.30, 1.7604
1647, -1.73, 1.7694
1648, 1.16, 1.7569
1649, -0.26, 1.7538
1650, -0.10, 1.7558
1651, -0.27, 1.7627
1652, 0.39, 1.7759
1653, 0.46, 1.7666
1654, 0.52, 1.7760
1655, 0.16, 1.7616
1656, 0.88, 1.7854
1657, -1.06, 1.7863
1658, -1.45, 1.7850
1659, 0.17, 1.7772
1660, -0.33, 1.7629
1661, 0.35, 1.7790
1662, 1.10, 1.7983
1663, -0.61, 1.7694
1664, 0.79, 1.7837
1665, 0.29, 1.7666
1666, 0.26, 1.7731
1667, 1.15, 1.7776
1668, 0.38, 1.7711
1669, 0.30, 1.7660
1670, 0.30, 1.7744
1671, -0.25, 1.7740
1672, 0.16, 1.7807
1673, -0.50, 1.7838
1674, -0.06, 1.7776
1675, -0.60, 1.7710
1676, 1.11, 1.7704
1677, -0.48, 1.7768
1678, -1.58, 1.7686
1679, 0.29, 1.7701
1680, 1.20, 1.7892
1681, -0.89, 1.7648
1682, -0.60, 1.7667
1683, 0.45, 1.7716
1684, 0.93, 1.7713
1685, -1.56, 1.7679
1686, -0.57, 1.7637
1687, -0.11, 1.7803
1688, 0.31, 1.7750
1689, 0.24, 1.7730
1690, 0.58, 1.7720
1691, -0.57, 1.7639
1692, -0.24, 1.7851
1693, -0.91, 1.7775
1694, -0.16, 1.7842
1695, 0.30, 1.7642
1696, -1.11, 1.7552
1697, -0.79, 1.7887
1698, 0.48, 1.7835
1699, 1.06, 1.7883
1700, 0.51, 1.7616
1701, -0.53, 1.7641
1702, -0.09, 1.7635
1703, -0.23, 1.7631
1704, 2.08, 1.7652
1705, 0.78, 1.7705
1706, -1.03, 1.7559
1707, -0.43, 1.7723
1708, -0.65, 1.7748
1709, -0.63, 1.7713
1710, 0.97, 1.7768
1711, 0.68, 1.7781
1712, 0.51, 1.7836
1713, 0.51, 1.7681
1714, 0.35, 1.7769
1715, 0.19, 1.7699
1716, 0.43, 1.7630
1717, 0.69, 1.7601
1718, -1.04, 1.7783
1719, 0.62, 1.7884
1720, 1.24, 1.7969
1721, 0.35, 1.7805
1722, 0.14, 1.7946
1723, -0.36, 1.7844
1724, 0.69, 1.7859
1725, -0.10, 1.7771
1726, -0.28, 1.7965
1727, -0.16, 1.7798
1728, 0.11, 1.7978
1729, 0.37, 1.7966
1730, -0.09, 1.7866
1731, -1.09, 1.7946
1732, -0.22, 1.8164
1733, 1.28, 1.7929
1734, 0.05, 1.7959
1735, 1.10, 1.7734
1736, 0.12, 1.7816
1737, 0.28, 1.7822
1738, -0.13, 1.7812
1739, -0.45, 1.7934
1740, 1.57, 1.7879
1741, 0.94, 1.7886
1742, 0.29, 1.7854
1743, 0.90, 1.7942
1744, 0.16, 1.7824
1745, 1.07, 1.7915
1746, -0.10, 1.7861
1747, 1.71, 1.7942
1748, 0.16, 1.7711
1749, 0.03, 1.7773
1750, 0.20, 1.7776
1751, 0.11, 1.7857
1752, 2.58, 1.7895
1753, 0.77, 1.7841
1754, 0.27, 1.7752
1755, 0.92, 1.7811
1756, 0.65, 1.7989
1757, 0.94, 1.8033
1758, -0.46, 1.7854
1759, -0.31, 1.7862
1760, 0.25, 1.8176
1761, -1.36, 1.7934
1762, 1.07, 1.7883
1763, -0.17, 1.7856
1764, 1.12, 1.7845
1765, 0.81, 1.7839
1766, 0.64, 1.7874
1767, 0.39, 1.7854
1768, 1.62, 1.7906
1769, -0.13, 1.7933
1770, 1.58, 1.8041
1771, -0.63, 1.7774
1772, 0.99, 1.7834
1773, -0.46, 1.7843
1774, -1.26, 1.7838
1775, -0.08, 1.7849
1776, 0.50, 1.7632
1777, 0.85, 1.7806
1778, 0.71, 1.7710
1779, 0.15, 1.7806
1780, 1.97, 1.7731
1781, -1.66, 1.7783
1782, -0.79, 1.7778
1783, -0.52, 1.7740
1784, 0.35, 1.7923
1785, 1.45, 1.7766
1786, 1.11, 1.7996
1787, -0.09, 1.7895
1788, -0.31, 1.7705
1789, -0.40, 1.7752
1790, -0.10, 1.7687
1791, 0.81, 1.7848
1792, 1.97, 1.7869
1793, -2.52, 1.7747
1794, -0.18, 1.7950
1795, -0.74, 1.7677
1796, 0.29, 1.7871
1797, -1.97, 1.7918
1798, -0.42, 1.7921
1799, 0.87, 1.8006
1800, 0.05, 1.7619
1801, 0.71, 1.7857
1802, 1.33, 1.7905
1803, -0.44, 1.7690
1804, 0.76, 1.7760
1805, -0.24, 1.7852
1806, -0.09, 1.7893
1807, 1.84, 1.8046
1808, 0.92, 1.7929
1809, 0.20, 1.7670
1810, 0.66, 1.7874
1811, 0.37, 1.7807
1812, -0.02, 1.7985
1813, 0.22, 1.7913
1814, -0.50, 1.7955
1815, -0.06, 1.7875
1816, -0.25, 1.7749
1817, -0.21, 1.7957
1818, 0.21, 1.8013
1819, -1.64, 1.7767
1820, -0.01, 1.7895
1821, 1.20, 1.7787
1822, 0.80, 1.7721
1823, -1.10, 1.7892
1824, 1.05, 1.7794
1825, -0.40, 1.7869
1826, -0.68, 1.7759
1827, -0.97, 1.7711
1828, -2.11, 1.7889
1829, -0.87, 1.7762
1830, 1.67, 1.7620
1831, -0.19, 1.7703
1832, 0.28, 1.7707
1833, 0.84, 1.7620
1834, 0.31, 1.7783
1835, -0.06, 1.7813
1836, 0.30, 1.7673
1837, -0.67, 1.7768
1838, -0.01, 1.7728
1839, 0.97, 1.7589
1840, -1.16, 1.7572
1841, 0.71, 1.7687
1842, 0.10, 1.7642
1843, 1.32, 1.7643
1844, 0.72, 1.7590
1845, -0.11, 1.7792
1846, 0.12, 1.7645
1847, 0.27, 1.7689
1848, -0.41, 1.7477
1849, 0.12, 1.7699
1850, -1.00, 1.7719
1851, -0.08, 1.7785
1852, -0.72, 1.7682
1853, 0.56, 1.7654
1854, -0.32, 1.7610
1855, 0.37, 1.7703
1856, 0.98, 1.7732
1857, -0.01, 1.7572
1858, -0.11, 1.7630
1859, 0.79, 1.7540
1860, 0.21, 1.7599
1861, -1.20, 1.7817
1862, 0.17, 1.7608
1863, 1.21, 1.7590
1864, 1.90, 1.7771
1865, 0.54, 1.7685
1866, 0.13, 1.7489
1867, 0.65, 1.7607
1868, -0.31, 1.7787
1869, -1.10, 1.7855
1870, 0.56, 1.7799
1871, 0.09, 1.7775
1872, -0.55, 1.7696
1873, -0.17, 1.7721
1874, 0.46, 1.7810
1875, 1.17, 1.7826
1876, 0.63, 1.7733
1877, 0.28, 1.7624
1878, -0.27, 1.7710
1879, -0.76, 1.7870
1880, -0.72, 1.7634
1881, -0.81, 1.7815
1882, 0.10, 1.7850
1883, -0.23, 1.7683
1884, -0.33, 1.7930
1885, -1.04, 1.7809
1886, 0.42, 1.7772
1887, 0.25, 1.7684
1888, -0.24, 1.7690
1889, -0.15, 1.7600
1890, 1.50, 1.7645
1891, 0.24, 1.7655
1892, -0.66, 1.7711
1893, -0.85, 1.7731
1894, 0.68, 1.7722
1895, 1.52, 1.7487
1896, -0.26, 1.7805
1897, -0.25, 1.7718
1898, 0.83, 1.7870
1899, -0.30, 1.7771
1900, 0.66, 1.7943
1901, -0.89, 1.7957
1902, 1.26, 1.7856
1903, -0.38, 1.7667
1904, -0.22, 1.7910
1905, -0.25, 1.7829
1906, 0.69, 1.7703
1907, -0.24, 1.7771
1908, 0.81, 1.7715
1909, -0.54, 1.7725
1910, -0.52, 1.7910
1911, -1.49, 1.7861
1912, 0.08, 1.7796
1913, -0.52, 1.7839
1914, 0.57, 1.7796
1915, 0.16, 1.7937
1916, 0.52, 1.7905
1917, 0.14, 1.7839
1918, 0.42, 1.7801
1919, 1.25, 1.7874
1920, 0.27, 1.7910
1921, -0.57, 1.7787
1922, 0.45, 1.7769
1923, -0.36, 1.7745
1924, -1.32, 1.7787
1925, 0.41, 1.7651
1926, 0.75, 1.7789
1927, 0.70, 1.7781
1928, -0.06, 1.7825
1929, 1.57, 1.7696
1930, 0.11, 1.7735
1931, 0.69, 1.7756
1932, 0.22, 1.7704
1933, 1.10, 1.7602
1934, 1.16, 1.7692
1935, 0.82, 1.7578
1936, 0.20, 1.7519
1937, 1.26, 1.7714
1938, 0.48, 1.7662
1939, 1.11, 1.7984
1940, -0.47, 1.7755
1941, 0.66, 1.7674
1942, 0.55, 1.7760
1943, -0.11, 1.7748
1944, 0.64, 1.7687
1945, 0.21, 1.7630
1946, 0.74, 1.7655
1947, 1.05, 1.7763
1948, 1.69, 1.7718
1949, 0.27, 1.7810
1950, -0.16, 1.7736
1951, -0.47, 1.7771
1952, 2.02, 1.7824
1953, -0.07, 1.7787
1954, 0.58, 1.7710
1955, -0.08, 1.7704
1956, 0.85, 1.7646
1957, -0.07, 1.7733
1958, 0.39, 1.7544
1959, 0.45, 1.7873
1960, -1.07, 1.7630
1961, 0.07, 1.7893
1962, -1.19, 1.7835
1963, 0.40, 1.7789
1964, -0.38, 1.7705
1965, -0.16, 1.7780
1966, -1.27, 1.7861
1967, 1.36, 1.7778
1968, 0.88, 1.7723
1969, 0.02, 1.7704
1970, 0.03, 1.7621
1971, 1.65, 1.7851
1972, 0.35, 1.7799
1973, -0.61, 1.7812
1974, 0.25, 1.7816
1975, 0.43, 1.7781
1976, 0.77, 1.7924
1977, 1.57, 1.7854
1978, -0.97, 1.7734
1979, -0.30, 1.7822
1980, 0.39, 1.7842
1981, 1.31, 1.7633
1982, 0.44, 1.7813
1983, 0.32, 1.7865
1984, 0.92, 1.7853
1985, -0.90, 1.7887
1986, -0.64, 1.7916
1987, 0.52, 1.7750
1988, 0.80, 1.7692
1989, 0.54, 1.7724
1990, 0.33, 1.7822
1991, -0.19, 1.7995
1992, 0.65, 1.7878
1993, 0.71, 1.8004
1994, -0.09, 1.7692
1995, 0.95, 1.7916
1996, 1.44, 1.7858
1997, -0.65, 1.7971
1998, 1.07, 1.7890
1999, -0.06, 1.7826
2000, -0.63, 1.7780
2001, -0.34, 1.8047
2002, 0.64, 1.8026
2003, -0.26, 1.7852
2004, -1.16, 1.7914
2005, -0.59, 1.7949
2006, -0.58, 1.8084
2007, 0.18, 1.7889
2008, 0.42, 1.7805
2009, 0.16, 1.7914
2010, -0.36, 1.8096
2011, -0.57, 1.7993
2012, 1.36, 1.8046
2013, -0.51, 1.7992
2014, 0.75, 1.7859
2015, -1.07, 1.7844
2016, -0.26, 1.7807
2017, 0.70, 1.7983
2018, -0.08, 1.7804
2019, -0.23, 1.7751
2020, -0.69, 1.7989
2021, 0.38, 1.7789
2022, -0.55, 1.7776
2023, -1.64, 1.8065
2024, -0.52, 1.7864
2025, 0.98, 1.7870
2026, 1.01, 1.7740
2027, 1.67, 1.7851
2028, 2.12, 1.7840
2029, -0.03, 1.7886
2030, 0.35, 1.7793
2031, -0.92, 1.7800
2032, 0.23, 1.7696
2033, -0.31, 1.7694
2034, 1.32, 1.7836
2035, 0.59, 1.7896
2036, -0.95, 1.7913
2037, -0.53, 1.8107
2038, 0.74, 1.8095
2039, -0.10, 1.7908
2040, -0.13, 1.7932
2041, 0.75, 1.8052
2042, 0.81, 1.7922
2043, -0.62, 1.7944
2044, 0.28, 1.8004
2045, -0.37, 1.7774
2046, 1.33, 1.7885
2047, -0.11, 1.7875
2048, -0.48, 1.8227
2049, -0.64, 1.7853
2050, -0.72, 1.8152
2051, -0.37, 1.7784
2052, 0.12, 1.7893
2053, 0.61, 1.7859
2054, 0.27, 1.7970
2055, 0.15, 1.8012
2056, -0.73, 1.8052
2057, 0.89, 1.8176
2058, 0.43, 1.8155
2059, -1.06, 1.7930
2060, 0.19, 1.8154
2061, 0.06, 1.7911
2062, -0.65, 1.7858
2063, -1.09, 1.8058
2064, -0.60, 1.8046
2065, 0.21, 1.8009
2066, -0.17, 1.7940
